Shintaro Saito
Takumi Ito
6,7,6,0,0,0
27,8,4,0,0,0
1,2,6,0,0,0
36,3,2,0,0,0
1,2,5,0,0,0
27,8,5,0,0,0
18,7,7,0,0,0
22,3,4,0,0,0
13,8,8,0,0,0
38,7,7,1,0,0
13,7,7,0,0,0
34,2,2,0,0,0
14,4,8,0,0,0
34,3,3,0,0,0
2,3,6,0,0,0
33,6,2,0,0,0
14,3,7,0,0,0
26,7,4,0,0,0
15,7,8,0,0,0
33,7,3,0,0,0
14,4,6,0,0,0
28,9,4,0,0,0
0,1,6,0,0,0
28,9,5,0,0,0
5,6,6,0,0,0
33,6,4,0,0,0
0,1,5,0,0,0
35,5,2,0,0,0
16,5,8,0,0,0
37,8,4,0,0,0
16,6,7,0,0,0
39,4,2,0,0,0
19,6,8,0,0,0
26,7,5,0,0,0
5,6,5,0,0,0
33,6,5,0,0,0
6,7,5,0,0,0
23,4,4,0,0,0
19,7,9,0,0,0
39,3,1,0,0,0
26,6,6,0,0,1
33,5,4,0,0,0
2,3,5,0,0,0
33,4,3,0,0,0
19,8,8,0,0,0
39,2,2,0,0,0
6,7,4,0,0,0
22,3,5,0,0,0
14,3,5,0,0,0
5,3,4,0,0,1
14,4,6,0,0,0
37,7,4,0,0,0
38,8,3,0,0,1
37,8,4,0,0,0
38,5,6,1,0,0
24,5,4,0,0,0
8,9,6,0,0,0
25,6,4,0,0,0
8,9,5,0,0,0
35,6,3,0,0,0
12,3,7,0,0,0
2,9,6,0,0,1
9,9,6,0,0,0
18,7,4,0,0,1
38,7,4,1,1,0
35,7,4,0,0,0
22,7,6,0,0,1
25,6,5,0,0,0
26,6,5,0,0,0
31,7,3,0,0,0
1,2,4,0,0,0
34,2,4,0,0,0
28,3,3,0,0,1
34,3,3,0,0,0
12,2,5,0,0,0
27,8,6,0,0,0
7,8,6,0,0,0
38,6,9,0,0,1
12,3,3,1,0,0
32,3,3,0,0,0
18,6,1,0,0,1
6,8,5,0,0,1
16,6,8,0,0,0
38,4,7,1,0,0
34,4,1,0,0,1
32,2,5,0,0,0
34,3,2,1,0,0
33,3,2,0,0,0
36,8,3,0,0,1
1,6,7,0,0,1
36,8,4,0,0,0
1,6,8,1,0,0
17,6,8,0,0,0
35,8,4,0,0,0
2,4,3,0,0,1
16,5,1,0,0,1
2,4,2,1,0,0
16,4,2,0,0,0
37,8,2,0,0,1
36,5,1,0,0,1
18,3,4,1,0,0
34,4,3,0,0,1
14,3,5,0,0,0
28,3,3,0,0,1
18,4,3,1,1,0
16,4,3,0,0,0
0,1,4,0,0,0
20,1,4,0,0,0
25,2,4,0,0,1
21,2,4,0,0,0
27,1,2,0,0,1
3,6,2,0,0,1
37,8,4,1,0,0
38,5,7,1,1,0
37,7,3,1,1,0
38,3,5,1,1,0
10,1,4,0,0,0
39,2,3,0,0,0
31,2,7,0,0,1
38,3,6,1,1,0
34,3,5,0,0,1
2,1,3,0,0,1
10,1,3,1,0,0
39,1,3,0,0,0
27,1,1,1,0,0
