Yoshiharu Habu
Tatsuya Sugai
1,2,6,0,0,0
22,3,4,0,0,0
6,7,6,0,0,0
37,3,2,0,0,0
18,2,2,1,0,0
37,2,2,0,0,0
38,6,5,0,0,1
18,7,4,0,0,1
38,4,3,1,0,0
36,5,2,0,0,0
38,3,4,1,1,0
18,4,7,1,0,0
13,6,8,0,0,0
18,6,5,1,1,0
13,7,7,0,0,0
39,6,2,0,0,0
16,5,8,0,0,0
34,4,2,0,0,0
14,4,8,0,0,0
21,2,4,0,0,0
19,6,8,0,0,0
34,3,3,0,0,0
38,1,6,1,1,0
20,1,4,0,0,0
14,4,7,0,0,0
33,7,2,0,0,0
19,7,8,0,0,0
39,7,1,0,0,0
14,5,6,0,0,0
18,5,4,1,1,0
13,6,6,0,0,0
20,1,5,0,0,0
38,3,8,1,1,0
18,4,3,1,1,0
2,3,6,0,0,0
21,2,5,0,0,0
1,2,5,0,0,0
18,2,5,1,1,0
12,3,7,0,0,0
3,2,7,0,0,1
38,2,7,1,1,0
18,3,6,1,1,0
23,2,5,0,0,1
18,2,7,1,1,0
17,2,7,0,0,0
37,4,2,0,0,0
12,4,5,0,0,0
38,3,6,0,0,1
17,2,9,0,0,0
38,4,5,0,0,0
22,4,3,0,0,1
37,4,3,0,0,0
18,3,2,0,0,1
38,1,2,0,0,0
23,2,4,0,0,0
1,2,2,0,0,1
23,2,3,1,0,0
38,2,3,0,0,0
18,4,3,1,0,0
36,4,3,0,0,0
37,3,1,0,0,1
18,1,2,0,0,1
0,1,6,0,0,0
36,4,2,0,0,0
21,3,4,0,0,1
38,3,4,0,0,0
0,1,5,0,0,0
38,4,3,0,0,0
0,1,4,0,0,0
36,3,2,0,0,0
37,4,1,1,0,0
36,4,2,0,0,0
37,3,1,1,1,0
36,3,2,0,0,0
37,4,1,1,1,0
36,4,2,0,0,0
37,3,1,1,1,0
36,3,2,0,0,0
37,4,1,1,1,0
